occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,ceiling_fan
0.667,0.316,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.68,0,0.524
0.667,0.316,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.68,0,0.524
0.667,0.316,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.68,0,0.524
0.667,0.316,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.68,0,0.524
0.667,0.316,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.68,0,0.524
0.667,0.316,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.68,0,0.524
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0,0.279
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0,0.279
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0.122,0.279
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0,0.279
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0.122,0.279
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0.122,0.279
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0,0.284
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0,0.284
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0.122,0.284
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0,0.284
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0,0.284
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0,0.284
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.585,0,0.288
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.585,0.122,0.288
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.585,0,0.288
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.585,0,0.288
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.585,0.122,0.288
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.585,0,0.288
0.333,0.181,0.336,0.336,0,0,0.641,0.473,0.5,0,0,0,0.196,0.591,0,0.284
0.333,0.181,0.336,0.336,0,0,0.641,0.435,1,0,0,0,0.196,0.591,0,0.284
0.333,0.181,0.336,0.336,0,0,0.641,0.745,1,0,0,0,0.196,0.591,0.122,0.284
0.333,0.181,0.336,0.336,0,0,0.641,0,1,0,0,0,0.196,0.591,0,0.284
0.333,0.181,0.336,0.336,0,0,0.641,0,1,0,0,0,0.196,0.591,0.366,0.284
0.333,0.181,0.336,0.336,0,0,0.641,0,0.3,0,0,0,0.196,0.591,0,0.284
0,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0,0.258
0,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0.244,0.258
0,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0.122,0.258
0,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0,0.258
0,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0,0.258
0,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0.122,0.258
0,0.0495,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.465,0,0.258
0,0.0495,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.465,0,0.258
0,0.0495,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.465,0.122,0.258
0,0.0495,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.465,0,0.258
0,0.0495,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.465,0,0.258
0,0.0495,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.465,0.244,0.258
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0.122,0.321
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.667,0.343,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.73,0,0.384
0.667,0.343,0.447,0.447,0,0.3,0.626,0,0,0,0,0,0.263,0.73,0.122,0.384
0.667,0.343,0.447,0.447,0,1,0.626,0,0,0,0,0,0.263,0.73,0,0.384
0.667,0.418,0.545,0.545,0.0288,1,0.672,0,0,0,0,0,0.327,0.755,0,0.449
0.667,0.418,0.545,0.545,0.0288,1,0.672,0,0,0,0,0,0.327,0.755,0.122,0.449
1,0.602,0.545,0.545,0.0288,1,0.672,0,0,0,0,0,0.327,0.899,0,0.545
1,0.602,0.545,0.545,0.0288,0.3,0.672,0,0,0,0,0,0.327,0.899,0,0.545
1,0.602,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.899,0,0.545
1,0.602,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.899,0,0.545
1,0.798,0.741,0.741,0.346,0,0.733,0,0,0,0,0,0.402,0.974,0,0.741
1,0.798,0.741,0.741,0.346,0,0.733,0,0,0,0,0,0.402,0.974,0,0.741
1,0.798,0.741,0.741,0.346,0,0.733,0,0,0,0,0,0.402,0.974,0,0.741
1,0.798,0.741,0.741,0.346,0,0.733,0,0,0,0,0,0.402,0.974,0,0.741
1,0.798,0.741,0.741,0.346,0,0.733,0.44,0,0,0,0,0.402,0.974,0,0.741
1,0.798,0.741,0.741,0.346,0,0.733,0.31,1,0,0,0,0.402,0.974,0,0.741
1,0.979,0.881,0.881,0.593,0,0.764,0.212,1,0,0,0,0.541,0.993,0,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0.212,1,0,0,0,0.541,0.993,0,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0.652,1,0,0,0,0.541,0.993,0,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0.755,0.8,0,0,0,0.541,0.993,0,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0,0,0,0,0,0.541,0.993,0.366,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0,0,0,0,0,0.541,0.993,0,0.881
1,0.991,0.937,0.937,0.683,0,0.733,0,0,0,0,0,0.758,0.937,0,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0.538,0,0,0,0,0.758,0.937,0,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0.603,1,0,0,0,0.758,0.937,0.244,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0,1,0,0,0,0.758,0.937,0.488,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0.375,1,0,0,0,0.758,0.937,0,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0.239,1,0,0,0,0.758,0.937,0,0.937
1,0.823,0.993,0.993,1,0,0.718,0,0.8,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0.201,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0.511,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0.179,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0.179,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0.538,0,0,0,0,0.936,0.88,0,0.993
1,0.621,0.965,0.965,0.679,0,0.703,0.38,0,0,0,0,0.887,0.843,0,0.965
1,0.621,0.965,0.965,0.679,0,0.703,0.505,0,0,0,0,0.887,0.843,0,0.965
1,0.621,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.843,0,0.965
1,0.43,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.717,0,0.729
1,0.43,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.717,0.164,0.729
1,0.43,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.717,0.286,0.729
1,0.374,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.655,0,0.636
1,0.374,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.655,0.122,0.636
1,0.374,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.655,0,0.636
1,0.212,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.56,0.336,0.447
1,0.212,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.56,0.0671,0.447
1,0.212,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.56,0,0.447
1,0.116,0.699,0.699,0.0658,0,0.626,0,0,0,0,0,0.232,0.535,0,0.405
1,0.116,0.699,0.699,0.0658,0,0.626,0,0,0,0,0,0.232,0.535,0,0.405
1,0.116,0.699,0.699,0.0658,0,0.626,0,0,0,0,0,0.232,0.535,0,0.405
1,0.0495,0.699,0.699,0.0658,0,0.626,0,0,0,0,0,0.232,0.465,0,0.258
1,0.0495,0.699,0.699,0.0658,0,0.626,0,0,0,0,0,0.232,0.465,0,0.258
1,0.0495,0.699,0.699,0.0658,0,0.626,0,0,0,0,0,0.232,0.465,0,0.258
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0.122,0.258
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258
1,0.0578,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.516,0,0.344
1,0.0578,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.516,0,0.344
1,0.0578,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.516,0,0.344
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.51,0,0.344
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.51,0,0.344
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.51,0,0.344
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.51,0,0.344
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.51,0,0.344
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.51,0,0.344
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.504,0,0.34
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.504,0,0.34
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258
1,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0.25,0.258
1,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258
1,0.0513,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.51,0,0.326
1,0.0513,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.51,0,0.326
1,0.0513,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.51,0.176,0.326
1,0.0513,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.51,0.281,0.326
1,0.0833,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.516,0,0.34
1,0.0833,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.516,0.366,0.34
1,0.0833,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.516,0,0.34
1,0.0833,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.516,0.254,0.34
1,0.0833,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.516,0,0.34
1,0.0833,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.516,0,0.34
1,0.253,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.617,0.0677,0.487
1,0.253,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.617,0.0677,0.487
1,0.253,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.617,0,0.487
0.667,0.151,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.541,0,0.372
0.667,0.151,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.541,0,0.372
0.667,0.151,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.541,0,0.372
0.333,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0,0.258
0.333,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0,0.258
0.333,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0,0.258
0.333,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0,0.258
0.333,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0.648,0.258
0.333,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0.462,0.258
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0.674,0,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0.247,1,0,0,0,0.126,0.579,0.122,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0.247,1,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0.245,1,0,0,0,0.126,0.579,0,0.33
0.333,0.192,0.475,0.475,0,0,0.626,0.511,1,0,0,0,0.126,0.579,0,0.33
0.333,0.196,0.322,0.322,0,0,0.626,0.467,0.8,0,0,0,0.149,0.579,0,0.279
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0.244,0.279
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0,0.279
0,0.0495,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.465,0,0.258
0,0.0495,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.465,0,0.258
0,0.0495,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.465,0.122,0.258
0,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0,0.258
0,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0,0.258
0,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0,0.258
0,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0,0.258
0,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0,0.258
0,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0,0.258
0,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0,0.258
0,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0,0.258
0,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0.244,0.258
0,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0.244,0.258
0,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0,0.258
0,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0,0.258
0,0.0495,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.465,0,0.258
0,0.0495,0.336,0.336,0,0.3,0.641,0,0,0,0,0,0.196,0.465,0,0.258
0,0.0495,0.336,0.336,0,1,0.641,0,0,0,0,0,0.196,0.465,0,0.258
0,0.0495,0.336,0.336,0,0.2,0.641,0,0,0,0,0,0.196,0.465,0,0.258
0,0.0495,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.465,0,0.258
0.333,0.181,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.591,0,0.284
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0,0.302
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0,0.302
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0,0.302
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0,0.302
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0,0.302
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0,0.302
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0,0.316
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0,0.316
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0,0.316
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0,0.316
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0,0.316
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0,0.316
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321
0.333,0.234,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.61,0,0.354
0.333,0.234,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.61,0.244,0.354
0.333,0.234,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.61,0.366,0.354
0.667,0.418,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.755,0.641,0.449
0.667,0.418,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.755,0,0.449
1,0.602,0.545,0.545,0.0288,0,0.672,0,0,0,0,0,0.327,0.899,0,0.545
1,0.798,0.741,0.741,0.346,0,0.733,0,0,0,0,0,0.402,0.974,0.0695,0.741
1,0.798,0.741,0.741,0.346,0.3,0.733,0,0,0,0,0,0.402,0.974,0.209,0.741
1,0.798,0.741,0.741,0.346,1,0.733,0,0,0,0,0,0.402,0.974,0.122,0.741
1,0.798,0.741,0.741,0.346,1,0.733,0,0,0,0,0,0.402,0.974,0,0.741
1,0.798,0.741,0.741,0.346,1,0.733,0,0,0,0,0,0.402,0.974,0.128,0.741
1,0.798,0.741,0.741,0.346,1,0.733,0,0,0,0,0,0.402,0.974,0.404,0.741
1,0.979,0.881,0.881,0.593,0.3,0.764,0,0,0,0,0,0.541,0.993,0,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0,0,0,0,0,0.541,0.993,0,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0,0,0,0,0,0.541,0.993,0.169,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0,0,0,0,0,0.541,0.993,0.101,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0,0,0,0,0,0.541,0.993,0,0.881
1,0.979,0.881,0.881,0.593,0,0.764,0,0,0,0,0,0.541,0.993,0,0.881
1,0.991,0.937,0.937,0.683,0,0.733,0,0,0,0,0,0.758,0.937,0,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0,0,0,0,0,0.758,0.937,0,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0,0,0,0,0,0.758,0.937,0.244,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0,0,0,0,0,0.758,0.937,0,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0,0,0,0,0,0.758,0.937,0,0.937
1,0.991,0.937,0.937,0.683,0,0.733,0,0,0,0,0,0.758,0.937,0.122,0.937
1,0.823,0.993,0.993,1,0,0.718,0,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0,0,0,0,0,0.936,0.88,0,0.993
1,0.823,0.993,0.993,1,0,0.718,0,0,0,0,0,0.936,0.88,0,0.993
1,0.565,0.993,0.993,1,0,0.718,0,0,0,0,0,0.936,0.742,0,0.748
1,0.24,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.591,0,0.493
1,0.24,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.591,0.122,0.493
1,0.24,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.591,0,0.493
1,0.0495,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.465,0,0.258
1,0.0495,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.465,0.122,0.258
1,0.0495,0.965,0.965,0.679,0,0.703,0,0,0,0,0,0.887,0.465,0.122,0.258
1,0.0495,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.465,0,0.258
1,0.0495,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.465,0,0.258
1,0.0495,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.465,0.244,0.258
1,0.0495,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.465,0,0.258
1,0.0495,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.465,0,0.258
1,0.0495,0.825,0.825,0.132,0,0.672,0,0,0,0,0,0.536,0.465,0,0.258
